word	id	frequency
almost	217	1879
done	218	1871
interesting	219	1870
music	220	1860
come	221	1857
bit	222	1853
whole	223	1850
isn	224	1844
least	225	1836
1	226	1835
script	227	1835
making	228	1789
anything	229	1771
guy	230	1770
far	231	1762
feel	232	1761
last	233	1747
girl	234	1735
minutes	235	1733
2	236	1727
performance	237	1727
tv	238	1709
ll	239	1709
since	240	1705
might	241	1692
probably	242	1690
am	243	1670
woman	244	1654
yet	245	1653
kind	246	1648
worst	247	1642
rather	248	1629
sure	249	1626
away	250	1624
fun	251	1617
day	252	1603
hard	253	1593
played	254	1588
anyone	255	1585
found	256	1551
each	257	1537
course	258	1529
especially	259	1524
believe	260	1519
having	261	1511
our	262	1505
screen	263	1493
trying	264	1489
although	265	1487
comes	266	1477
looking	267	1463
looks	268	1462
put	269	1459
let	270	1454
book	271	1446
different	272	1444
set	273	1442
actor	274	1428
TRUE	275	1425
place	276	1417
goes	277	1416
money	278	1409
ending	279	1407
maybe	280	1396
dvd	281	1392
sense	282	1388
american	283	1388
reason	284	1387
once	285	1386
someone	286	1378
job	287	1375
beautiful	288	1374
wasn	289	1373
year	290	1369
three	291	1368
shows	292	1363
everything	293	1362
main	294	1353
later	295	1351
together	296	1341
night	297	1336
instead	298	1335
play	299	1335
worth	300	1335
watched	301	1334
everyone	302	1329
john	303	1321
effects	304	1320
plays	305	1317
audience	306	1309
high	307	1308
takes	308	1296
version	309	1295
wife	310	1294
during	311	1291
seem	312	1291
house	313	1287
himself	314	1284
said	315	1275
father	316	1273
left	317	1269
half	318	1249
special	319	1248
star	320	1237
seeing	321	1231
war	322	1228
shot	323	1225
black	324	1217
excellent	325	1214
read	326	1212
less	327	1211
nice	328	1209
mind	329	1207
simply	330	1201
idea	331	1201
else	332	1187
second	333	1158
help	334	1157
used	335	1156
hollywood	336	1156
fan	337	1155
death	338	1138
short	339	1132
either	340	1127
completely	341	1125
try	342	1123
given	343	1120
home	344	1116
top	345	1113
line	346	1111
men	347	1109
along	348	1109
poor	349	1106
dead	350	1105
kids	351	1103
3	352	1096
boring	353	1094
rest	354	1092
enjoy	355	1091
wrong	356	1086
classic	357	1081
performances	358	1081
women	359	1080
budget	360	1072
production	361	1070
use	362	1068
awful	363	1060
need	364	1059
friends	365	1058
until	366	1058
low	367	1054
full	368	1051
won	369	1051
stupid	370	1044
mean	371	1040
recommend	372	1035
tell	373	1033
perhaps	374	1032
couple	375	1028
sex	376	1028
understand	377	1028
remember	378	1027
camera	379	1026
start	380	1023
next	381	1023
truly	382	1022
video	383	1015
terrible	384	1014
stars	385	1004
wonderful	386	1001
written	387	994
moments	388	992
small	389	987
school	390	987
came	391	986
episode	392	986
style	393	985
getting	394	978
yes	395	975
face	396	971
perfect	397	964
human	398	961
definitely	399	961
name	400	959
keep	401	955
others	402	950
felt	403	946
person	404	946
itself	405	946
early	406	944
doing	407	943
boy	408	943
playing	409	942
lost	410	940
dialogue	411	938
live	412	937
mother	413	927
went	414	921
absolutely	415	920
become	416	920
supposed	417	920
lines	418	916
finally	419	915
white	420	915
piece	421	914
case	422	914
often	423	911
title	424	911
head	425	908
cinema	426	906
against	427	905
gives	428	904
liked	429	903
certainly	430	890
friend	431	889
children	432	883
oh	433	883
killer	434	883
hope	435	879
drama	436	876
worse	437	875
overall	438	874
5	439	870
picture	440	868
entertaining	441	864
based	442	860
waste	443	860
direction	444	859
care	445	858
couldn	446	856
several	447	853
loved	448	852
sort	449	852
called	450	851
fans	451	849
becomes	452	847
already	453	841
problem	454	840
entire	455	837
evil	456	832
amazing	457	831
mr	458	830
beginning	459	830
example	460	829
turn	461	828
under	462	828
wanted	463	821
dark	464	820
laugh	465	817
seemed	466	814
4	467	813
sound	468	812
throughout	469	809
heart	470	807
unfortunately	471	807
michael	472	804
fine	473	804
totally	474	797
son	475	797
despite	476	794
history	477	794
lives	478	793
works	479	791
art	480	790
writing	481	789
child	482	785
guess	483	774
wants	484	773
town	485	771
enjoyed	486	771
hand	487	771
final	488	769
b	489	768
game	490	765
tries	491	762
behind	492	761
humor	493	761
side	494	759
close	495	759
able	496	759
quality	497	758
viewer	498	753
lead	499	753
starts	500	751
days	501	749
turns	502	742
etc	503	742
girls	504	742
car	505	741
favorite	506	740
directed	507	736
late	508	736
today	509	735
stories	510	734
act	511	733
flick	512	732
guys	513	730
run	514	729
past	515	726
soon	516	725
gave	517	725
genre	518	721
hour	519	721
sometimes	520	720
actress	521	716
brilliant	522	716
self	523	713
parts	524	712
horrible	525	707
expect	526	702
kill	527	701
city	528	700
eyes	529	699
writer	530	698
blood	531	697
highly	532	695
myself	533	692
decent	534	692
kid	535	691
god	536	691
thinking	537	690
moment	538	689
daughter	539	689
obviously	540	689
strong	541	686
fight	542	685
stuff	543	684
anyway	544	683
voice	545	681
feeling	546	680
took	547	676
except	548	676
heard	549	672
cannot	550	672
themselves	551	672
police	552	670
roles	553	666
slow	554	666
type	555	665
killed	556	664
leave	557	656
experience	558	655
living	559	652
score	560	652
hit	561	647
brother	562	646
particularly	563	645
known	564	644
age	565	643
happened	566	643
matter	567	642
happens	568	642
james	569	641
please	570	641
violence	571	640
wouldn	572	639
none	573	638
murder	574	638
including	575	637
told	576	637
lack	577	637
says	578	637
alone	579	636
chance	580	635
david	581	633
attempt	582	633
interest	583	632
hero	584	630
extremely	585	630
wonder	586	626
happen	587	626
english	588	626
coming	589	625
involved	590	624
king	591	621
stop	592	621
obvious	593	621
save	594	620
usually	595	616
reality	596	615
annoying	597	613
complete	598	611
simple	599	611
number	600	610
running	601	609
gore	602	608
group	603	607
hilarious	604	607
crap	605	607
song	606	606
released	607	606
sad	608	603
hell	609	601
cinematography	610	601
ok	611	601
yourself	612	600
ago	613	600
looked	614	599
cut	615	599
career	616	598
serious	617	595
possible	618	595
usual	619	595
relationship	620	593
huge	621	592
wish	622	592
scary	623	591
exactly	624	590
hours	625	590
shown	626	589
female	627	587
ends	628	586
husband	629	586
taken	630	582
body	631	581
started	632	580
jokes	633	579
view	634	578
robert	635	577
saying	636	577
rating	637	577
finds	638	576
modern	639	576
light	640	575
change	641	573
level	642	572
order	643	571
novel	644	571
musical	645	571
happy	646	570
taking	647	570
cool	648	569
disappointed	649	569
across	650	568
seriously	651	568
single	652	567
middle	653	566
talking	654	566
talent	655	566
opinion	656	565
major	657	565
earth	658	564
whose	659	563
country	660	561
episodes	661	560
events	662	560
five	663	560
opening	664	559
documentary	665	559
room	666	557
attention	667	557
apparently	668	557
strange	669	555
7	670	554
word	671	553
shots	672	552
television	673	550
words	674	550
miss	675	549
important	676	549
whether	677	548
four	678	548
clearly	679	545
mostly	680	544
due	681	544
non	682	543
songs	683	543
entertainment	684	542
supporting	685	542
fast	686	542
jack	687	542
future	688	541
beyond	689	540
ridiculous	690	540
power	691	539
cheap	692	538
bring	693	537
silly	694	537
problems	695	537
british	696	536
review	697	536
sequence	698	536
knew	699	534
local	700	533
rock	701	533
predictable	702	533
oscar	703	532
turned	704	532
paul	705	531
easily	706	531
basically	707	530
thriller	708	530
somewhat	709	529
call	710	528
ones	711	526
moving	712	525
8	713	523
knows	714	522
class	715	522
o	716	521
within	717	520
comic	718	520
tells	719	520
giving	720	520
george	721	519
sets	722	516
clich	723	515
needs	724	514
stand	725	513
appears	726	512
mystery	727	511
enjoyable	728	510
release	729	510
talk	730	508
richard	731	508
eye	732	506
lady	733	506
above	734	506
aren	735	505
sequel	736	502
disney	737	502
animation	738	502
straight	739	501
message	740	499
using	741	498
york	742	498
similar	743	498
red	744	496
ten	745	494
tom	746	493
sister	747	493
romantic	748	492
points	749	489
upon	750	488
surprised	751	488
begins	752	486
haven	753	486
elements	754	486
clear	755	485
parents	756	484
storyline	757	484
editing	758	484
actual	759	483
season	760	482
dull	761	482
falls	762	481
9	763	481
french	764	480
feels	765	480
near	766	478
theme	767	478
herself	768	478
atmosphere	769	477
ways	770	476
add	771	476
mention	772	476
realistic	773	476
comments	774	475
feature	775	474
figure	776	474
tried	777	474
team	778	473
stay	779	471
means	780	470
dialog	781	470
lots	782	468
buy	783	468
named	784	467
effort	785	467
soundtrack	786	465
suspense	787	465
among	788	464
zombie	789	464
peter	790	462
japanese	791	462
note	792	461
sorry	793	461
somehow	794	461
general	795	461
filmed	796	460
working	797	460
bunch	798	460
form	799	460
viewers	800	459
greatest	801	459
kept	802	459
dance	803	458
follow	804	456
nearly	805	455
check	806	455
fall	807	455
fantastic	808	454
lee	809	454
famous	810	453
easy	811	453
material	812	451
period	813	450
became	814	450
doubt	815	450
weak	816	450
certain	817	450
e	818	450
whatever	819	449
leads	820	448
gone	821	446
move	822	446
sexual	823	446
theater	824	445
possibly	825	444
die	826	444
minute	827	444
brought	828	443
viewing	829	442
expected	830	442
tale	831	441
showing	832	441
space	833	441
america	834	441
particular	835	441
avoid	836	440
imagine	837	439
typical	838	439
dr	839	438
forget	840	436
de	841	436
rent	842	436
hate	843	435
stage	844	435
jane	845	435
romance	846	434
sequences	847	434
crime	848	433
decided	849	433
male	850	432
nature	851	431
imdb	852	429
learn	853	428
okay	854	428
street	855	428
deal	856	428
third	857	428
sit	858	427
indeed	859	427
premise	860	426
hear	861	425
truth	862	425
baby	863	422
subject	864	422
writers	865	422
reviews	866	421
directors	867	420
poorly	868	420
hot	869	419
reading	870	418
shame	871	418
question	872	417
screenplay	873	417
joe	874	415
surprise	875	415
lame	876	415
otherwise	877	414
believable	878	413
eventually	879	413
difficult	880	412
superb	881	411
weird	882	411
write	883	410
fantasy	884	410
average	885	409
creepy	886	408
society	887	408
wait	888	408
beauty	889	407
20	890	407
cop	891	406
realize	892	405
monster	893	405
killing	894	405
open	895	405
acted	896	404
hands	897	404
memorable	898	403
plenty	899	403
air	900	403
needed	901	402
begin	902	402
forced	903	402
meets	904	401
fi	905	401
unless	906	401
mess	907	401
brings	908	400
emotional	909	399
sci	910	398
ask	911	397
perfectly	912	396
free	913	396
leaves	914	396
comment	915	396
whom	916	396
credits	917	395
co	918	395
effect	919	395
christmas	920	394
secret	921	393
plus	922	393
interested	923	393
nor	924	393
dog	925	392
fire	926	392
older	927	392
earlier	928	391
incredibly	929	391
casting	930	391
meet	931	390
dramatic	932	389
previous	933	389
dream	934	388
sounds	935	388
boys	936	387
situation	937	386
crazy	938	386
leading	939	386
towards	940	386
dumb	941	385
directing	942	385
background	943	385
create	944	384
development	945	384
badly	946	383
unique	947	383
admit	948	381
worked	949	381
forward	950	380
cheesy	951	380
footage	952	380
personal	953	379
box	954	379
laughs	955	378
break	956	377
ben	957	377
mark	958	377
setting	959	376
powerful	960	375
joke	961	375
rate	962	375
potential	963	374
married	964	374
return	965	373
total	966	372
missing	967	372
doctor	968	372
pay	969	371
political	970	371
fails	971	370
various	972	368
c	973	368
meant	974	367
bill	975	367
match	976	367
deep	977	366
ideas	978	366
keeps	979	366
wrote	980	365
girlfriend	981	364
fighting	982	364
portrayed	983	364
features	984	364
front	985	361
deserves	986	361
result	987	360
30	988	360
hardly	989	360
outside	990	360
masterpiece	991	360
sadly	992	359
quickly	993	359
business	994	358
telling	995	358
spoilers	996	357
twist	997	355
present	998	355
inside	999	354
odd	1000	354
public	1001	352
cold	1002	351
gay	1003	351
expecting	1004	351
plain	1005	350
villain	1006	350
list	1007	350
pace	1008	349
revenge	1009	349
appear	1010	348
attempts	1011	348
manages	1012	347
western	1013	347
fairly	1014	347
80	1015	347
mary	1016	347
talented	1017	346
apart	1018	345
unlike	1019	345
la	1020	345
further	1021	344
era	1022	344
rich	1023	344
cute	1024	344
following	1025	343
created	1026	342
nudity	1027	341
compared	1028	341
produced	1029	341
recently	1030	340
william	1031	340
science	1032	340
agree	1033	340
pure	1034	338
caught	1035	338
reasons	1036	337
mentioned	1037	337
social	1038	337
filmmakers	1039	337
crew	1040	335
language	1041	335
battle	1042	335
tension	1043	335
wasted	1044	335
zombies	1045	334
brothers	1046	332
gun	1047	332
party	1048	332
large	1049	332
state	1050	331
fear	1051	331
decides	1052	331
water	1053	331
missed	1054	331
dancing	1055	331
success	1056	331
hold	1057	331
cartoon	1058	330
remake	1059	330
force	1060	329
flat	1061	329
focus	1062	326
trash	1063	326
filled	1064	324
successful	1065	324
century	1066	324
slightly	1067	323
singing	1068	323
cat	1069	323
basic	1070	323
entirely	1071	323
neither	1072	322
escape	1073	321
trouble	1074	321
visual	1075	320
company	1076	320
ended	1077	319
cover	1078	319
considering	1079	319
value	1080	319
members	1081	319
choice	1082	319
6	1083	319
former	1084	319
uses	1085	319
spend	1086	318
laughing	1087	318
appreciate	1088	318
popular	1089	317
15	1090	317
italian	1091	317
common	1092	317
control	1093	317
sweet	1094	317
scott	1095	317
german	1096	317
bizarre	1097	316
store	1098	316
copy	1099	316
office	1100	316
spent	1101	316
familiar	1102	316
rated	1103	315
intelligent	1104	315
90	1105	315
law	1106	315
suddenly	1107	315
clever	1108	314
waiting	1109	314
exciting	1110	314
spirit	1111	314
adult	1112	313
speak	1113	312
heavy	1114	311
ultimately	1115	310
tone	1116	310
super	1117	308
tony	1118	308
cause	1119	307
convincing	1120	307
van	1121	307
died	1122	306
bored	1123	306
considered	1124	306
kills	1125	305
accent	1126	305
amusing	1127	305
studio	1128	305
chemistry	1129	305
biggest	1130	305
solid	1131	304
sees	1132	304
starring	1133	304
planet	1134	304
brain	1135	304
impossible	1136	304
recommended	1137	303
adventure	1138	303
u	1139	303
awesome	1140	302
conclusion	1141	302
band	1142	301
prison	1143	301
effective	1144	301
credit	1145	301
west	1146	301
moves	1147	300
incredible	1148	300
tough	1149	300
yeah	1150	300
consider	1151	300
respect	1152	299
win	1153	299
smith	1154	299
frank	1155	299
longer	1156	299
recent	1157	299
showed	1158	298
likes	1159	298
culture	1160	298
producers	1161	298
f	1162	298
island	1163	298
thanks	1164	297
values	1165	297
depth	1166	297
questions	1167	297
amount	1168	296
impressive	1169	296
failed	1170	296
somewhere	1171	296
charming	1172	295
animated	1173	295
military	1174	295
computer	1175	294
hair	1176	294
walk	1177	293
mad	1178	293
decide	1179	293
ghost	1180	293
weren	1181	293
situations	1182	292
stick	1183	292
images	1184	291
leaving	1185	291
post	1186	291
violent	1187	291
portrayal	1188	290
follows	1189	290
college	1190	290
dad	1191	289
fake	1192	288
concept	1193	288
trip	1194	287
unbelievable	1195	287
attack	1196	287
cult	1197	287
detective	1198	286
makers	1199	286
nobody	1200	286
slasher	1201	286
natural	1202	285
barely	1203	285
project	1204	285
positive	1205	285
genius	1206	284
runs	1207	284
bought	1208	284
pointless	1209	284
honest	1210	283
rare	1211	283
involving	1212	283
changed	1213	283
disappointing	1214	283
books	1215	282
adaptation	1216	282
honestly	1217	281
fit	1218	281
shooting	1219	280
steve	1220	280
pathetic	1221	280
g	1222	279
ex	1223	279
disturbing	1224	279
50	1225	279
audiences	1226	279
immediately	1227	278
younger	1228	278
chris	1229	278
knowing	1230	277
edge	1231	277
remains	1232	277
bottom	1233	277
master	1234	277
thus	1235	277
fiction	1236	276
harry	1237	276
mistake	1238	276
personally	1239	275
wild	1240	275
grade	1241	274
glad	1242	274
surprisingly	1243	274
sick	1244	274
outstanding	1245	273
channel	1246	273
pick	1247	273
drive	1248	272
literally	1249	272
appearance	1250	271
generally	1251	271
touch	1252	270
aside	1253	270
terrific	1254	270
l	1255	270
sexy	1256	270
anti	1257	270
pictures	1258	269
army	1259	269
standard	1260	269
garbage	1261	269
key	1262	269
humour	1263	269
spoiler	1264	269
nowhere	1265	269
alive	1266	268
100	1267	268
plan	1268	268
soul	1269	268
explain	1270	268
meaning	1271	267
justice	1272	267
r	1273	267
camp	1274	267
motion	1275	266
chase	1276	266
twists	1277	266
london	1278	266
shoot	1279	266
sam	1280	265
journey	1281	265
normal	1282	265
producer	1283	265
loud	1284	265
blue	1285	265
innocent	1286	264
magic	1287	264
fair	1288	264
jim	1289	264
hoping	1290	263
excuse	1291	263
naked	1292	263
noir	1293	263
exception	1294	262
comedies	1295	262
sitting	1296	262
thinks	1297	261
week	1298	261
cinematic	1299	261
equally	1300	261
slowly	1301	261
utterly	1302	261
silent	1303	261
mood	1304	260
door	1305	260
thank	1306	260
road	1307	259
terms	1308	259
hey	1309	259
ability	1310	259
details	1311	258
subtle	1312	258
page	1313	258
added	1314	258
kelly	1315	258
wow	1316	258
manner	1317	257
pieces	1318	256
issues	1319	255
touching	1320	255
charm	1321	255
gang	1322	255
drawn	1323	255
stewart	1324	255
constantly	1325	254
fully	1326	254
throw	1327	254
managed	1328	254
appeal	1329	254
surely	1330	253
costumes	1331	253
narrative	1332	252
mysterious	1333	252
presence	1334	252
victim	1335	252
laughable	1336	252
catch	1337	251
allen	1338	251
mainly	1339	251
beautifully	1340	250
lovely	1341	250
aspect	1342	250
sent	1343	250
suppose	1344	250
numbers	1345	250
complex	1346	250
christopher	1347	249
developed	1348	249
club	1349	249
j	1350	249
contains	1351	249
smart	1352	249
building	1353	249
lover	1354	249
besides	1355	248
award	1356	248
presented	1357	248
south	1358	248
photography	1359	247
woods	1360	247
color	1361	247
double	1362	247
impression	1363	247
likely	1364	247
painful	1365	246
ahead	1366	246
shock	1367	246
opera	1368	246
pass	1369	246
climax	1370	246
student	1371	246
finish	1372	245
date	1373	245
stunning	1374	244
dreams	1375	244
henry	1376	244
animals	1377	244
taste	1378	244
central	1379	244
disappointment	1380	244
places	1381	243
marriage	1382	243
themes	1383	243
purpose	1384	243
available	1385	243
everybody	1386	242
boss	1387	241
holes	1388	241
paris	1389	241
jones	1390	240
ray	1391	240
emotion	1392	240
filming	1393	240
boyfriend	1394	240
critics	1395	240
70	1396	239
summer	1397	239
historical	1398	239
batman	1399	239
speaking	1400	238
include	1401	238
six	1402	238
walking	1403	238
bother	1404	238
vampire	1405	238
putting	1406	237
soldiers	1407	237
giant	1408	236
held	1409	236
minor	1410	236
loves	1411	236
adults	1412	235
absolute	1413	234
stands	1414	234
bar	1415	234
indian	1416	234
train	1417	234
relationships	1418	234
al	1419	234
notice	1420	234
serial	1421	234
appeared	1422	233
jerry	1423	233
brief	1424	233
support	1425	233
charlie	1426	233
americans	1427	232
forever	1428	232
happening	1429	231
thrown	1430	231
ride	1431	230
emotions	1432	230
born	1433	230
murders	1434	230
bed	1435	230
offer	1436	230
aspects	1437	230
content	1438	230
cry	1439	229
element	1440	229
government	1441	229
fresh	1442	229
million	1443	229
hurt	1444	229
pain	1445	229
arthur	1446	229
feelings	1447	228
alien	1448	228
confused	1449	228
opportunity	1450	227
gorgeous	1451	227
scenery	1452	227
wise	1453	227
fascinating	1454	227
fox	1455	227
system	1456	227
gem	1457	226
proves	1458	226
drug	1459	226
pull	1460	226
track	1461	225
fellow	1462	225
names	1463	225
race	1464	225
confusing	1465	225
seven	1466	224
church	1467	224
changes	1468	224
compelling	1469	224
imagination	1470	224
laughed	1471	224
intended	1472	224
flaws	1473	223
latter	1474	223
40	1475	223
charles	1476	223
puts	1477	223
victims	1478	223
image	1479	223
sub	1480	223
step	1481	223
expectations	1482	223
christian	1483	223
dies	1484	222
acts	1485	222
impressed	1486	222
answer	1487	222
zero	1488	222
soldier	1489	221
bond	1490	221
beat	1491	221
extreme	1492	221
finding	1493	221
chinese	1494	221
mix	1495	221
falling	1496	221
martin	1497	220
impact	1498	220
likable	1499	220
lacks	1500	220
ford	1501	220
standards	1502	220
approach	1503	220
supposedly	1504	220
keaton	1505	220
alan	1506	219
addition	1507	219
hasn	1508	219
hotel	1509	219
ed	1510	219
lord	1511	219
mediocre	1512	219
flying	1513	218
porn	1514	217
actresses	1515	217
green	1516	217
11	1517	217
roll	1518	217
twice	1519	217
merely	1520	217
funniest	1521	217
p	1522	217
billy	1523	216
provides	1524	216
difference	1525	216
attractive	1526	216
n	1527	216
agent	1528	215
paid	1529	215
bruce	1530	215
thoroughly	1531	215
thin	1532	215
animal	1533	215
jean	1534	214
rape	1535	214
stone	1536	214
moral	1537	214
teen	1538	214
land	1539	214
hospital	1540	214
followed	1541	214
suggest	1542	213
lighting	1543	213
festival	1544	213
event	1545	213
shouldn	1546	213
onto	1547	213
rip	1548	212
tragic	1549	212
shocking	1550	212
lose	1551	212
creative	1552	212
inspired	1553	212
random	1554	212
trailer	1555	212
tragedy	1556	211
states	1557	211
helps	1558	211
personality	1559	211
spot	1560	211
x	1561	211
ready	1562	211
park	1563	211
led	1564	211
station	1565	210
jason	1566	210
mom	1567	210
stuck	1568	210
scientist	1569	209
students	1570	209
negative	1571	209
castle	1572	208
wondering	1573	208
hidden	1574	208
sleep	1575	208
eddie	1576	208
ms	1577	207
information	1578	207
lived	1579	207
tired	1580	207
damn	1581	207
listen	1582	207
criminal	1583	207
angry	1584	207
favourite	1585	206
worthy	1586	206
teenage	1587	206
seemingly	1588	206
share	1589	205
fashion	1590	205
thats	1591	205
collection	1592	205
intense	1593	205
industry	1594	205
design	1595	205
quick	1596	205
ship	1597	204
phone	1598	204
games	1599	204
ii	1600	204
artistic	1601	204
count	1602	203
area	1603	203
wooden	1604	203
faces	1605	202
dirty	1606	202
necessary	1607	202
adds	1608	202
length	1609	202
apartment	1610	202
willing	1611	202
uncle	1612	202
forgotten	1613	201
build	1614	201
struggle	1615	201
ugly	1616	201
affair	1617	201
redeeming	1618	201
allow	1619	201
allowed	1620	201
devil	1621	201
seconds	1622	200
news	1623	200
grace	1624	200
delivers	1625	200
includes	1626	200
wearing	1627	200
rented	1628	199
treat	1629	199
brian	1630	199
mouth	1631	199
davis	1632	199
childhood	1633	198
began	1634	198
location	1635	198
flicks	1636	198
clothes	1637	198
humans	1638	198
tears	1639	197
offers	1640	197
therefore	1641	197
compare	1642	197
direct	1643	197
martial	1644	197
cross	1645	196
deeply	1646	196
detail	1647	196
superior	1648	196
anymore	1649	196
nasty	1650	196
becoming	1651	195
desire	1652	195
ground	1653	195
physical	1654	195
passion	1655	195
fred	1656	195
picked	1657	195
technical	1658	194
pilot	1659	194
twenty	1660	194
suicide	1661	194
shakespeare	1662	194
creature	1663	193
brutal	1664	193
food	1665	193
england	1666	193
accident	1667	193
accept	1668	193
legend	1669	193
mid	1670	193
rarely	1671	193
warning	1672	193
afraid	1673	193
holds	1674	192
exist	1675	192
powers	1676	192
asks	1677	192
folks	1678	192
witch	1679	192
pop	1680	192
plane	1681	192
teacher	1682	192
describe	1683	191
moved	1684	191
70s	1685	191
somebody	1686	191
theatre	1687	190
watchable	1688	190
intelligence	1689	190
mental	1690	190
faith	1691	190
hated	1692	190
arts	1693	190
finished	1694	190
plots	1695	190
heroine	1696	190
suit	1697	189
wall	1698	189
12	1699	189
normally	1700	189
captain	1701	189
carry	1702	188
search	1703	188
stephen	1704	188
turning	1705	188
disaster	1706	188
limited	1707	188
jr	1708	187
remarkable	1709	187
winning	1710	187
deliver	1711	187
mixed	1712	187
fell	1713	187
pre	1714	187
helped	1715	187
reminded	1716	187
process	1717	187
hitler	1718	187
torture	1719	187
wonderfully	1720	186
anybody	1721	186
continue	1722	186
comedic	1723	186
religious	1724	186
actions	1725	186
russian	1726	186
player	1727	186
nicely	1728	186
lets	1729	185
lies	1730	185
surprising	1731	185
wedding	1732	185
drunk	1733	185
member	1734	185
bloody	1735	185
smile	1736	184
wars	1737	184
machine	1738	184
vs	1739	184
loving	1740	184
paced	1741	184
filmmaker	1742	184
pleasure	1743	184
wood	1744	184
floor	1745	183
academy	1746	183
taylor	1747	183
trust	1748	183
nightmare	1749	183
danny	1750	183
wanting	1751	183
eric	1752	182
suspect	1753	182
artist	1754	182
friendship	1755	182
cgi	1756	182
heads	1757	182
ann	1758	182
whatsoever	1759	182
gotten	1760	181
realized	1761	181
ill	1762	181
included	1763	181
joan	1764	181
instance	1765	181
tarzan	1766	181
media	1767	181
unusual	1768	181
apparent	1769	180
gold	1770	180
sight	1771	180
jump	1772	180
ladies	1773	180
lovers	1774	180
private	1775	180
extra	1776	180
nonsense	1777	180
dick	1778	179
according	1779	179
growing	1780	179
humanity	1781	179
gene	1782	179
jeff	1783	179
independent	1784	179
dangerous	1785	179
provide	1786	179
jimmy	1787	179
absurd	1788	179
ring	1789	178
saved	1790	178
spanish	1791	178
ball	1792	178
fights	1793	178
desperate	1794	178
deserved	1795	178
kate	1796	178
williams	1797	178
capture	1798	178
horse	1799	178
queen	1800	178
anywhere	1801	178
streets	1802	178
lynch	1803	178
heaven	1804	177
explanation	1805	177
cops	1806	177
pacing	1807	177
introduced	1808	177
unnecessary	1809	177
drugs	1810	176
mine	1811	176
energy	1812	176
tim	1813	176
decade	1814	176
engaging	1815	176
wide	1816	176
kinda	1817	176
monsters	1818	176
responsible	1819	176
european	1820	176
ice	1821	176
jackson	1822	175
higher	1823	175
vision	1824	175
skip	1825	175
rob	1826	175
community	1827	175
professional	1828	175
candy	1829	175
grant	1830	175
